applicant_id,name,consistency,social_trust,location_stability,months_at_address,monthly_sequence,social_references,label
4302,Divit Virk,0.64,0.05,35,12,"[{""recharge_amount"": 808, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6374}, {""recharge_amount"": 821, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 6476}, {""recharge_amount"": 582, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4588}, {""recharge_amount"": 1048, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 8265}, {""recharge_amount"": 738, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5823}, {""recharge_amount"": 774, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6109}, {""recharge_amount"": 740, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5836}, {""recharge_amount"": 701, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5530}, {""recharge_amount"": 764, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6025}, {""recharge_amount"": 514, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4058}, {""recharge_amount"": 979, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 7720}, {""recharge_amount"": 575, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4538}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.06}, {""relationship_type"": ""employer"", ""trust_score"": -0.06}]",0
4303,Samiha Chada,0.35,0.23,73,2,"[{""recharge_amount"": 786, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5262}, {""recharge_amount"": 611, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4087}, {""recharge_amount"": 402, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2690}, {""recharge_amount"": 321, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2151}, {""recharge_amount"": 876, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5865}, {""recharge_amount"": 600, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4014}, {""recharge_amount"": 216, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1443}, {""recharge_amount"": 717, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4802}, {""recharge_amount"": 541, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3618}, {""recharge_amount"": 350, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2340}, {""recharge_amount"": 655, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4387}, {""recharge_amount"": 896, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5995}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.14}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.1}]",0
4304,Sahil Kara,0.84,0.09,95,35,"[{""recharge_amount"": 986, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5470}, {""recharge_amount"": 852, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4729}, {""recharge_amount"": 804, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4461}, {""recharge_amount"": 884, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4902}, {""recharge_amount"": 1034, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5738}, {""recharge_amount"": 777, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4313}, {""recharge_amount"": 805, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4468}, {""recharge_amount"": 946, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5249}, {""recharge_amount"": 877, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4865}, {""recharge_amount"": 1023, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5674}, {""recharge_amount"": 845, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4686}, {""recharge_amount"": 824, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4569}]","[{""relationship_type"": ""employer"", ""trust_score"": -0.0}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.25}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.03}]",1
4305,Anika Kaur,0.47,0.75,73,27,"[{""recharge_amount"": 137, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 6305}, {""recharge_amount"": 143, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6548}, {""recharge_amount"": 116, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5331}, {""recharge_amount"": 55, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2526}, {""recharge_amount"": 72, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3320}, {""recharge_amount"": 126, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5784}, {""recharge_amount"": 103, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4745}, {""recharge_amount"": 169, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7737}, {""recharge_amount"": 112, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5142}, {""recharge_amount"": 113, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5169}, {""recharge_amount"": 117, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5387}, {""recharge_amount"": 97, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4466}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.7}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.9}, {""relationship_type"": ""employer"", ""trust_score"": 0.58}]",1
4306,Jivika Seth,0.6,0.72,89,92,"[{""recharge_amount"": 282, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1916}, {""recharge_amount"": 323, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2196}, {""recharge_amount"": 239, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1625}, {""recharge_amount"": 337, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2287}, {""recharge_amount"": 278, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1889}, {""recharge_amount"": 363, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2464}, {""recharge_amount"": 217, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1474}, {""recharge_amount"": 418, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2837}, {""recharge_amount"": 316, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 2147}, {""recharge_amount"": 327, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2220}, {""recharge_amount"": 406, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2755}, {""recharge_amount"": 299, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2033}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.89}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.6}]",1
4307,Pihu Bahri,0.33,0.06,45,94,"[{""recharge_amount"": 883, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 9704}, {""recharge_amount"": 565, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6211}, {""recharge_amount"": 702, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7713}, {""recharge_amount"": 540, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5929}, {""recharge_amount"": 608, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6674}, {""recharge_amount"": 379, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4165}, {""recharge_amount"": 607, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6666}, {""recharge_amount"": 1144, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 12565}, {""recharge_amount"": 544, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5973}, {""recharge_amount"": 1178, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 12937}, {""recharge_amount"": 435, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4777}, {""recharge_amount"": 336, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3693}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.16}, {""relationship_type"": ""employer"", ""trust_score"": 0.02}, {""relationship_type"": ""guarantor"", ""trust_score"": -0.05}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.22}]",0
4308,Veer Sule,0.92,0.34,88,79,"[{""recharge_amount"": 169, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1051}, {""recharge_amount"": 177, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1099}, {""recharge_amount"": 161, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 997}, {""recharge_amount"": 165, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1025}, {""recharge_amount"": 180, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1117}, {""recharge_amount"": 185, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1149}, {""recharge_amount"": 169, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1049}, {""recharge_amount"": 174, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1078}, {""recharge_amount"": 166, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1032}, {""recharge_amount"": 163, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1013}, {""recharge_amount"": 174, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1076}, {""recharge_amount"": 162, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1003}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.47}, {""relationship_type"": ""employer"", ""trust_score"": 0.38}]",1
4309,Taran Kade,0.8,0.97,76,70,"[{""recharge_amount"": 743, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7519}, {""recharge_amount"": 680, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6881}, {""recharge_amount"": 756, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7653}, {""recharge_amount"": 633, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6410}, {""recharge_amount"": 667, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6747}, {""recharge_amount"": 725, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7334}, {""recharge_amount"": 622, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6293}, {""recharge_amount"": 577, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5836}, {""recharge_amount"": 706, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7141}, {""recharge_amount"": 689, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6974}, {""recharge_amount"": 744, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7535}, {""recharge_amount"": 572, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5789}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.91}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.97}]",1
4310,Purab Deep,0.65,0.66,14,96,"[{""recharge_amount"": 189, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 11602}, {""recharge_amount"": 105, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6479}, {""recharge_amount"": 152, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9360}, {""recharge_amount"": 184, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 11301}, {""recharge_amount"": 98, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6018}, {""recharge_amount"": 105, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6478}, {""recharge_amount"": 128, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 7842}, {""recharge_amount"": 187, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 11500}, {""recharge_amount"": 194, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 11899}, {""recharge_amount"": 119, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7290}, {""recharge_amount"": 190, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 11701}, {""recharge_amount"": 157, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9624}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.5}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.68}, {""relationship_type"": ""employer"", ""trust_score"": 0.53}]",1
4311,Trisha Sarin,0.91,0.7,42,116,"[{""recharge_amount"": 565, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6762}, {""recharge_amount"": 531, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6351}, {""recharge_amount"": 528, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6316}, {""recharge_amount"": 553, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6610}, {""recharge_amount"": 573, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6852}, {""recharge_amount"": 546, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6528}, {""recharge_amount"": 578, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6918}, {""recharge_amount"": 605, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7234}, {""recharge_amount"": 559, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6691}, {""recharge_amount"": 581, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6953}, {""recharge_amount"": 597, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7147}, {""recharge_amount"": 600, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7174}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.67}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.85}]",1
4312,Samar Kara,0.86,0.33,17,92,"[{""recharge_amount"": 652, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5106}, {""recharge_amount"": 771, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6036}, {""recharge_amount"": 741, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5797}, {""recharge_amount"": 718, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5622}, {""recharge_amount"": 771, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6033}, {""recharge_amount"": 675, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5285}, {""recharge_amount"": 641, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5018}, {""recharge_amount"": 731, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5721}, {""recharge_amount"": 687, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5377}, {""recharge_amount"": 776, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6072}, {""recharge_amount"": 647, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5066}, {""recharge_amount"": 702, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5491}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.21}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.35}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.41}]",1
4313,Vardaniya Kuruvilla,0.76,0.71,36,82,"[{""recharge_amount"": 357, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 999}, {""recharge_amount"": 470, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1314}, {""recharge_amount"": 367, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1026}, {""recharge_amount"": 506, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1415}, {""recharge_amount"": 336, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 939}, {""recharge_amount"": 390, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1090}, {""recharge_amount"": 359, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1005}, {""recharge_amount"": 392, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1096}, {""recharge_amount"": 505, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1412}, {""recharge_amount"": 385, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1076}, {""recharge_amount"": 417, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1166}, {""recharge_amount"": 498, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1392}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.79}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.73}, {""relationship_type"": ""employer"", ""trust_score"": 0.8}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.8}]",1
4314,Divit D’Alia,0.32,0.57,49,29,"[{""recharge_amount"": 613, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 7718}, {""recharge_amount"": 419, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5277}, {""recharge_amount"": 307, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3871}, {""recharge_amount"": 356, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4488}, {""recharge_amount"": 129, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1626}, {""recharge_amount"": 242, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3044}, {""recharge_amount"": 269, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3393}, {""recharge_amount"": 343, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4324}, {""recharge_amount"": 549, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6913}, {""recharge_amount"": 316, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3982}, {""recharge_amount"": 581, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7322}, {""recharge_amount"": 140, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 1758}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.74}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.38}]",0
